model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR,n_reachable,n_test,denominator_corrected
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,WP-large,0.35,0.55,0.675,0.3606,0.4642,38.0,40.0,yes
COOBA,wagtail/wagtail,pydata/xarray,CP-cold-start,0.0,0.08,0.12,0.0407347849456527,0.0457399134498799,,,False
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,CP-cold-start,0.125,0.375,0.475,0.1939,0.2526,38.0,40.0,yes
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,CP-transfer,0.3,0.425,0.5,0.2743,0.3769,38.0,40.0,yes
BLAZE,jupyterlab/jupyterlab,ansible/ansible,WP-small,0.2338,0.4286,0.5065,0.2696,0.3287,154.0,154.0,yes
BLAZE,jupyterlab/jupyterlab,ansible/ansible,WP-large,0.2468,0.5195,0.6169,0.3065,0.3698,154.0,154.0,yes
BLAZE,jupyterlab/jupyterlab,ansible/ansible,CP-cold-start,0.1299,0.2078,0.2727,0.1462,0.1849,154.0,154.0,yes
COOBA,qiskit/qiskit,prefecthq/prefect,CP-cold-start,0.0365853658536585,0.1341463414634146,0.1829268292682926,0.0796827118099904,0.0958084776197979,,,False
COOBA,wagtail/wagtail,pydata/xarray,CP-transfer,0.04,0.28,0.56,0.1549300674634351,0.1620809389823238,,,False
COOBA,numpy/numpy,ipython/ipython,WP-small,0.0059171597633136,0.0473372781065088,0.0946745562130177,0.0347828479919036,0.0405538252466244,,,False
BLAZE,jupyterlab/jupyterlab,ansible/ansible,CP-transfer,0.2338,0.4416,0.539,0.2645,0.3346,154.0,154.0,yes
BLAZE,ansible/ansible,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0216,0.0214,38.0,40.0,yes
BLAZE,ansible/ansible,jupyterlab/jupyterlab,WP-large,0.4,0.55,0.7,0.3703,0.4867,38.0,40.0,yes
BLAZE,ansible/ansible,jupyterlab/jupyterlab,CP-cold-start,0.2,0.375,0.475,0.228,0.2797,38.0,40.0,yes
COOBA,numpy/numpy,ipython/ipython,WP-large,0.0473372781065088,0.1479289940828402,0.2426035502958579,0.0905829746236259,0.1099847694438767,,,False
BLAZE,ansible/ansible,jupyterlab/jupyterlab,CP-transfer,0.25,0.525,0.6,0.2781,0.3767,38.0,40.0,yes
BLAZE,jupyterlab/jupyterlab,docker/compose,WP-small,0.1026,0.2735,0.4615,0.1846,0.2014,116.0,117.0,yes
BLAZE,jupyterlab/jupyterlab,docker/compose,WP-large,0.4274,0.6239,0.6923,0.4412,0.5215,116.0,117.0,yes
BLAZE,jupyterlab/jupyterlab,docker/compose,CP-cold-start,0.0513,0.1026,0.1966,0.0858,0.1018,116.0,117.0,yes
BLAZE,jupyterlab/jupyterlab,docker/compose,CP-transfer,0.3162,0.6068,0.6752,0.3489,0.4361,116.0,117.0,yes
BLAZE,docker/compose,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0284,0.0277,38.0,40.0,yes
BLAZE,docker/compose,jupyterlab/jupyterlab,WP-large,0.35,0.6,0.675,0.3745,0.4695,38.0,40.0,yes
BLAZE,docker/compose,jupyterlab/jupyterlab,CP-cold-start,0.125,0.25,0.3,0.148,0.194,38.0,40.0,yes
BLAZE,docker/compose,jupyterlab/jupyterlab,CP-transfer,0.125,0.275,0.325,0.1669,0.2091,38.0,40.0,yes
COOBA,numpy/numpy,ipython/ipython,CP-cold-start,0.0,0.0118343195266272,0.0532544378698224,0.0149154854651907,0.0166211633283789,,,False
BLAZE,jupyterlab/jupyterlab,localstack/localstack,WP-small,0.2105,0.4105,0.5474,0.1911,0.3125,95.0,95.0,yes
COOBA,numpy/numpy,ipython/ipython,CP-transfer,0.0,0.0946745562130177,0.2130177514792899,0.0568757804823583,0.0646740354303317,,,False
COOBA,ipython/ipython,numpy/numpy,WP-small,0.0248447204968944,0.0745341614906832,0.1366459627329192,0.0625140948789284,0.0659749255505687,,,False
COOBA,qiskit/qiskit,prefecthq/prefect,CP-transfer,0.1585365853658536,0.2682926829268293,0.3170731707317073,0.1667512007150292,0.2125651366357056,,,False
COOBA,pydata/xarray,ipython/ipython,WP-small,0.0059171597633136,0.029585798816568,0.1301775147928994,0.0346868284549922,0.0417145006321119,,,False
COOBA,ipython/ipython,numpy/numpy,WP-large,0.0683229813664596,0.1490683229813664,0.1987577639751552,0.1016277115954268,0.1160036838448555,,,False
COOBA,pydata/xarray,ipython/ipython,WP-large,0.029585798816568,0.1538461538461538,0.2485207100591716,0.0778667013601055,0.093282253193821,,,False
COOBA,pydata/xarray,ipython/ipython,CP-cold-start,0.0,0.0,0.0059171597633136,0.0094914038810556,0.0086237612041261,,,False
COOBA,ipython/ipython,numpy/numpy,CP-cold-start,0.0,0.0124223602484472,0.0248447204968944,0.0105849288169531,0.0101290778333084,,,False
COOBA,pydata/xarray,ipython/ipython,CP-transfer,0.0118343195266272,0.1301775147928994,0.2366863905325443,0.0675004762369299,0.078091098914945,,,False
COOBA,ipython/ipython,pydata/xarray,WP-small,0.08,0.16,0.28,0.1187683775221167,0.1464890707110963,,,False
COOBA,ipython/ipython,pydata/xarray,WP-large,0.16,0.32,0.52,0.2081744720887184,0.2621213847212299,,,False
COOBA,ipython/ipython,pydata/xarray,CP-cold-start,0.04,0.08,0.08,0.0423039670171279,0.0616576020663164,,,False
COOBA,ipython/ipython,numpy/numpy,CP-transfer,0.0372670807453416,0.1118012422360248,0.1987577639751552,0.0733650246488705,0.0795901812845429,,,False
COOBA,numpy/numpy,docker/compose,WP-small,0.0854700854700854,0.5811965811965812,0.7777777777777778,0.2806619889787878,0.3046628884519982,,,False
COOBA,numpy/numpy,docker/compose,WP-large,0.1709401709401709,0.5299145299145299,0.8034188034188035,0.3078586426536173,0.3449743621225337,,,False
COOBA,numpy/numpy,docker/compose,CP-cold-start,0.0,0.0512820512820512,0.2478632478632478,0.0589161120511581,0.0689911200612165,,,False
COOBA,ipython/ipython,pydata/xarray,CP-transfer,0.0,0.0,0.12,0.0565809500204578,0.0586303201455801,,,False
COOBA,pydata/xarray,docker/compose,WP-small,0.2307692307692307,0.5384615384615384,0.7948717948717948,0.3287592276567194,0.3863112525298554,,,False
COOBA,pydata/xarray,docker/compose,WP-large,0.2222222222222222,0.7264957264957265,0.8461538461538461,0.3821527241150305,0.4409939401350221,,,False
COOBA,pydata/xarray,docker/compose,CP-cold-start,0.0,0.2136752136752136,0.4017094017094017,0.100373221228811,0.1073650151659005,,,False
COOBA,pydata/xarray,docker/compose,CP-transfer,0.1709401709401709,0.7264957264957265,0.8290598290598291,0.3370362485862928,0.3781298203896838,,,False
COOBA,docker/compose,pydata/xarray,WP-small,0.04,0.2,0.4,0.1180109121579272,0.137570084780246,,,False
COOBA,docker/compose,pydata/xarray,WP-large,0.12,0.36,0.52,0.2095366752533335,0.2512885494503059,,,False
COOBA,docker/compose,pydata/xarray,CP-cold-start,0.0,0.0,0.08,0.0253525277703127,0.0247579209182743,,,False
COOBA,numpy/numpy,docker/compose,CP-transfer,0.2307692307692307,0.7435897435897436,0.8376068376068376,0.3789337197444386,0.4337289116449498,,,False
COOBA,docker/compose,numpy/numpy,WP-small,0.0186335403726708,0.062111801242236,0.1055900621118012,0.0508555325222145,0.0558896244832938,,,False
COOBA,docker/compose,numpy/numpy,WP-large,0.0248447204968944,0.0993788819875776,0.1739130434782608,0.0783922615929041,0.0759366544922051,,,False
COOBA,docker/compose,pydata/xarray,CP-transfer,0.04,0.32,0.56,0.1682095511024778,0.2062827736493586,,,False
COOBA,docker/compose,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0030533068919398,0.0024486867389761,,,False
COOBA,pydata/xarray,qiskit/qiskit,WP-small,0.0294117647058823,0.1654411764705882,0.2426470588235294,0.0765106282832283,0.095564109490704,,,False
COOBA,docker/compose,numpy/numpy,CP-transfer,0.0124223602484472,0.0434782608695652,0.0993788819875776,0.0453976758390073,0.0460651541438845,,,False
COOBA,numpy/numpy,qiskit/qiskit,WP-small,0.0588235294117647,0.2022058823529411,0.25,0.1017,0.1264,119.0,272.0,no
COOBA,pydata/xarray,qiskit/qiskit,WP-large,0.0551470588235294,0.2169117647058823,0.2683823529411764,0.1004957954700152,0.1322401512460561,,,False
COOBA,pydata/xarray,qiskit/qiskit,CP-cold-start,0.0036764705882352,0.0110294117647058,0.0588235294117647,0.0129062958193888,0.016054543970168,,,False
COOBA,pydata/xarray,qiskit/qiskit,CP-transfer,0.0220588235294117,0.1397058823529411,0.2022058823529411,0.0627970363068014,0.0777876854255016,,,False
COOBA,qiskit/qiskit,pydata/xarray,WP-small,0.08,0.28,0.36,0.1620735787953568,0.1888461401177489,,,False
COOBA,qiskit/qiskit,pydata/xarray,WP-large,0.04,0.32,0.48,0.166720422011404,0.1889533812687436,,,False
COOBA,numpy/numpy,qiskit/qiskit,WP-large,0.0992647058823529,0.2242647058823529,0.2794117647058823,0.1205,0.161,119.0,272.0,no
COOBA,numpy/numpy,qiskit/qiskit,CP-cold-start,0.0036764705882352,0.0110294117647058,0.0294117647058823,0.0129,0.0159,119.0,272.0,no
COOBA,qiskit/qiskit,pydata/xarray,CP-cold-start,0.08,0.24,0.28,0.1255614873930922,0.1579482036850849,,,False
COOBA,numpy/numpy,qiskit/qiskit,CP-transfer,0.0441176470588235,0.1580882352941176,0.25,0.0837,0.1062,119.0,272.0,no
COOBA,qiskit/qiskit,numpy/numpy,WP-small,0.0062111801242236,0.0683229813664596,0.124223602484472,0.049,0.0515,69.0,161.0,no
COOBA,qiskit/qiskit,numpy/numpy,WP-large,0.0434782608695652,0.1304347826086956,0.1987577639751552,0.0861,0.0934,69.0,161.0,no
BLAZE,jupyterlab/jupyterlab,localstack/localstack,WP-large,0.2737,0.5158,0.5789,0.2548,0.3873,95.0,95.0,yes
BLAZE,jupyterlab/jupyterlab,localstack/localstack,CP-cold-start,0.1579,0.3368,0.3895,0.1571,0.2455,95.0,95.0,yes
BLAZE,jupyterlab/jupyterlab,localstack/localstack,CP-transfer,0.1789,0.4316,0.5474,0.2066,0.2963,95.0,95.0,yes
BLAZE,localstack/localstack,jupyterlab/jupyterlab,WP-small,0.125,0.35,0.4,0.1738,0.2215,38.0,40.0,yes
BLAZE,localstack/localstack,jupyterlab/jupyterlab,WP-large,0.4,0.575,0.65,0.3486,0.4793,38.0,40.0,yes
COOBA,qiskit/qiskit,numpy/numpy,CP-cold-start,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0045,0.0089,69.0,161.0,no
BLAZE,localstack/localstack,jupyterlab/jupyterlab,CP-cold-start,0.125,0.25,0.325,0.1211,0.2041,38.0,40.0,yes
COOBA,qiskit/qiskit,pydata/xarray,CP-transfer,0.0,0.12,0.48,0.0987025376000345,0.1120638313265209,,,False
COOBA,numpy/numpy,mesonbuild/meson,WP-small,0.037037037037037,0.1375661375661375,0.1904761904761904,0.0798,0.088,47.0,189.0,no
COOBA,numpy/numpy,mesonbuild/meson,WP-large,0.0423280423280423,0.1587301587301587,0.201058201058201,0.0833,0.0916,47.0,189.0,no
COOBA,numpy/numpy,mesonbuild/meson,CP-cold-start,0.0052910052910052,0.0211640211640211,0.0582010582010582,0.022,0.0241,47.0,189.0,no
COOBA,numpy/numpy,mesonbuild/meson,CP-transfer,0.0582010582010582,0.1481481481481481,0.1957671957671957,0.0929,0.1024,47.0,189.0,no
COOBA,mesonbuild/meson,numpy/numpy,WP-small,0.0062111801242236,0.0993788819875776,0.1614906832298136,0.0533064923639376,0.0579631047428954,,,False
COOBA,qiskit/qiskit,numpy/numpy,CP-transfer,0.0496894409937888,0.1180124223602484,0.217391304347826,0.0958,0.1,69.0,161.0,no
COOBA,scikit-learn/scikit-learn,ansible/ansible,WP-small,0.0,0.0064935064935064,0.0064935064935064,0.0035881968349393,0.0035613339946699,,,False
COOBA,mesonbuild/meson,numpy/numpy,WP-large,0.0372670807453416,0.124223602484472,0.2049689440993788,0.0831935864490703,0.0884153028146561,,,False
COOBA,scikit-learn/scikit-learn,ansible/ansible,WP-large,0.0,0.0129870129870129,0.0194805194805194,0.0074959690207379,0.0075769729864021,,,False
COOBA,scikit-learn/scikit-learn,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0009604636337893,0.0010381294004233,,,False
COOBA,scikit-learn/scikit-learn,ansible/ansible,CP-transfer,0.0064935064935064,0.0129870129870129,0.0194805194805194,0.0117249040329257,0.0116385238297162,,,False
COOBA,ansible/ansible,scikit-learn/scikit-learn,WP-small,0.0217391304347826,0.108695652173913,0.1304347826086956,0.050918430183553,0.0594008543441435,,,False
COOBA,mesonbuild/meson,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0025008606766224,0.0018710725080804,,,False
COOBA,ansible/ansible,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.0869565217391304,0.0272461296824115,0.0261763723532839,,,False
COOBA,ansible/ansible,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0029909181801699,0.0029232267964789,,,False
COOBA,ansible/ansible,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.0434782608695652,0.020639403228749,0.0188062424281969,,,False
COOBA,scikit-learn/scikit-learn,wagtail/wagtail,WP-small,0.0365853658536585,0.0853658536585365,0.0975609756097561,0.0385763932168227,0.0540743470621519,,,False
COOBA,scikit-learn/scikit-learn,wagtail/wagtail,WP-large,0.0365853658536585,0.073170731707317,0.1219512195121951,0.0523628768862242,0.0534906186382438,,,False
COOBA,scikit-learn/scikit-learn,wagtail/wagtail,CP-cold-start,0.0,0.024390243902439,0.024390243902439,0.009585293799025,0.0098994633727405,,,False
COOBA,scikit-learn/scikit-learn,wagtail/wagtail,CP-transfer,0.0121951219512195,0.0609756097560975,0.0975609756097561,0.0339817945534288,0.0401086788176779,,,False
COOBA,wagtail/wagtail,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.0,0.0055581971984405,0.0050164542978838,,,False
COOBA,mesonbuild/meson,numpy/numpy,CP-transfer,0.0683229813664596,0.1490683229813664,0.1987577639751552,0.1060595854528516,0.1227844486200512,,,False
COOBA,numpy/numpy,localstack/localstack,WP-small,0.0421052631578947,0.1052631578947368,0.1894736842105263,0.0798,0.0963,70.0,95.0,no
COOBA,wagtail/wagtail,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.108695652173913,0.0256882017351124,0.0243544533904945,,,False
COOBA,wagtail/wagtail,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0869565217391304,0.0869565217391304,0.0323873481680938,0.0325012198037046,,,False
COOBA,numpy/numpy,localstack/localstack,WP-large,0.0947368421052631,0.2210526315789473,0.3157894736842105,0.1355,0.1768,70.0,95.0,no
BLAZE,localstack/localstack,jupyterlab/jupyterlab,CP-transfer,0.225,0.475,0.525,0.2595,0.3354,38.0,40.0,yes
COOBA,wagtail/wagtail,scikit-learn/scikit-learn,CP-transfer,0.0,0.0652173913043478,0.108695652173913,0.0417959544717856,0.0409386595927516,,,False
COOBA,numpy/numpy,localstack/localstack,CP-cold-start,0.0105263157894736,0.0421052631578947,0.0526315789473684,0.016,0.0285,70.0,95.0,no
COOBA,ipython/ipython,ansible/ansible,WP-small,0.0,0.0064935064935064,0.0129870129870129,0.0058816673941406,0.0059028063151726,,,False
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,WP-small,0.0854,0.2561,0.4024,0.1414,0.1878,81.0,82.0,yes
COOBA,ipython/ipython,ansible/ansible,WP-large,0.0,0.0194805194805194,0.0194805194805194,0.00939967535584,0.009397860743183,,,False
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,WP-large,0.2073,0.4512,0.561,0.2663,0.3239,81.0,82.0,yes
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,CP-cold-start,0.0732,0.1951,0.2927,0.1098,0.1428,81.0,82.0,yes
COOBA,ipython/ipython,ansible/ansible,CP-cold-start,0.0,0.0,0.0064935064935064,0.0015446298135753,0.0020595907050798,,,False
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,CP-transfer,0.1463,0.3902,0.4756,0.1856,0.2548,81.0,82.0,yes
COOBA,ipython/ipython,ansible/ansible,CP-transfer,0.0,0.0259740259740259,0.0259740259740259,0.0078967142727881,0.0079370996276192,,,False
COOBA,ansible/ansible,ipython/ipython,WP-small,0.0118343195266272,0.1005917159763313,0.2071005917159763,0.0507938725284251,0.0619490437839817,,,False
COOBA,numpy/numpy,localstack/localstack,CP-transfer,0.0631578947368421,0.2105263157894736,0.3684210526315789,0.1308,0.1577,70.0,95.0,no
COOBA,localstack/localstack,numpy/numpy,WP-small,0.0248447204968944,0.0807453416149068,0.1801242236024844,0.0624,0.0679,69.0,161.0,no
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0255,0.0251,38.0,40.0,yes
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,WP-large,0.3,0.5,0.575,0.3105,0.4051,38.0,40.0,yes
COOBA,ansible/ansible,ipython/ipython,WP-large,0.0473372781065088,0.1775147928994082,0.2307692307692307,0.0912101233202197,0.1104168901696892,,,False
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,CP-cold-start,0.1,0.375,0.425,0.1861,0.2217,38.0,40.0,yes
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,CP-transfer,0.2,0.5,0.5,0.2516,0.3179,38.0,40.0,yes
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,WP-small,0.2721,0.5,0.6103,0.3025,0.3772,269.0,272.0,yes
COOBA,localstack/localstack,numpy/numpy,WP-large,0.0496894409937888,0.15527950310559,0.2049689440993788,0.0942,0.1047,69.0,161.0,no
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,WP-large,0.364,0.5809,0.6949,0.391,0.4652,269.0,272.0,yes
COOBA,ansible/ansible,ipython/ipython,CP-cold-start,0.0,0.0118343195266272,0.0177514792899408,0.0088222132621336,0.0105116560030889,,,False
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,CP-cold-start,0.1066,0.25,0.3456,0.1399,0.1884,269.0,272.0,yes
COOBA,localstack/localstack,numpy/numpy,CP-cold-start,0.0,0.0124223602484472,0.0186335403726708,0.0116,0.0137,69.0,161.0,no
COOBA,localstack/localstack,numpy/numpy,CP-transfer,0.0186335403726708,0.0869565217391304,0.0993788819875776,0.0511,0.0567,69.0,161.0,no
COOBA,scikit-learn/scikit-learn,ipython/ipython,WP-small,0.0059171597633136,0.0414201183431952,0.136094674556213,0.0382209084809354,0.0443798877058892,,,False
COOBA,ansible/ansible,ipython/ipython,CP-transfer,0.0118343195266272,0.0769230769230769,0.2307692307692307,0.0554516076402395,0.0618079108760382,,,False
COOBA,ipython/ipython,wagtail/wagtail,WP-small,0.0,0.024390243902439,0.048780487804878,0.014134264485546,0.015151066779784,,,False
COOBA,scikit-learn/scikit-learn,ipython/ipython,WP-large,0.0414201183431952,0.1715976331360946,0.2662721893491124,0.0877093862956681,0.1058443116871394,,,False
COOBA,ipython/ipython,wagtail/wagtail,WP-large,0.0365853658536585,0.0609756097560975,0.1219512195121951,0.0513333811151526,0.0521356050881083,,,False
COOBA,scikit-learn/scikit-learn,ipython/ipython,CP-cold-start,0.0,0.0177514792899408,0.0532544378698224,0.016168020221573,0.0202863288868915,,,False
COOBA,ipython/ipython,wagtail/wagtail,CP-cold-start,0.0,0.0,0.0,0.000857112498896,0.0006519585557023,,,False
COOBA,scikit-learn/scikit-learn,ipython/ipython,CP-transfer,0.0118343195266272,0.0946745562130177,0.1775147928994082,0.057842509755352,0.062458078141946,,,False
COOBA,ipython/ipython,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.0652173913043478,0.0208520084638837,0.01950321347256,,,False
COOBA,ipython/ipython,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.0652173913043478,0.0253251853265314,0.0262124427212258,,,False
COOBA,wagtail/wagtail,lightning-ai/lightning,WP-small,0.0933333333333333,0.4,0.64,0.1921634097383349,0.2341486091821052,,,False
COOBA,wagtail/wagtail,lightning-ai/lightning,WP-large,0.2533333333333333,0.56,0.6933333333333334,0.3159775827081322,0.407144072935539,,,False
COOBA,wagtail/wagtail,lightning-ai/lightning,CP-cold-start,0.0266666666666666,0.12,0.2133333333333333,0.0765338156046412,0.1037712980315107,,,False
COOBA,ipython/ipython,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.008251995912444,0.0079633772782673,,,False
COOBA,ipython/ipython,wagtail/wagtail,CP-transfer,0.0,0.0609756097560975,0.0853658536585365,0.0191962789835864,0.0216722816136215,,,False
COOBA,wagtail/wagtail,ipython/ipython,WP-small,0.0,0.029585798816568,0.0828402366863905,0.0352434497508155,0.0370350277881502,,,False
COOBA,wagtail/wagtail,lightning-ai/lightning,CP-transfer,0.1733333333333333,0.56,0.7466666666666667,0.2920116599505586,0.3595230264558534,,,False
COOBA,prefecthq/prefect,numpy/numpy,WP-small,0.0062111801242236,0.0745341614906832,0.1428571428571428,0.0476,0.0465,69.0,161.0,no
COOBA,wagtail/wagtail,ipython/ipython,WP-large,0.029585798816568,0.1242603550295858,0.2426035502958579,0.0783604605686438,0.0896343436648693,,,False
COOBA,prefecthq/prefect,numpy/numpy,WP-large,0.0434782608695652,0.1490683229813664,0.2360248447204969,0.0928,0.1032,69.0,161.0,no
COOBA,wagtail/wagtail,ipython/ipython,CP-cold-start,0.0,0.0118343195266272,0.0236686390532544,0.0124229606005804,0.0137875583031606,,,False
COOBA,prefecthq/prefect,numpy/numpy,CP-cold-start,0.0124223602484472,0.0807453416149068,0.1304347826086956,0.0442,0.054,69.0,161.0,no
COOBA,wagtail/wagtail,ipython/ipython,CP-transfer,0.0118343195266272,0.0710059171597633,0.1597633136094674,0.0463056640289104,0.0540043072620526,,,False
COOBA,prefecthq/prefect,numpy/numpy,CP-transfer,0.0248447204968944,0.0496894409937888,0.062111801242236,0.0444,0.0479,69.0,161.0,no
COOBA,mesonbuild/meson,docker/compose,WP-small,0.2136752136752136,0.7008547008547008,0.811965811965812,0.3437220931677146,0.4073544903755082,,,False
COOBA,numpy/numpy,prefecthq/prefect,WP-small,0.0609756097560975,0.1951219512195122,0.3292682926829268,0.1125,0.138,42.0,82.0,no
COOBA,numpy/numpy,prefecthq/prefect,WP-large,0.1585365853658536,0.2560975609756097,0.3536585365853658,0.1628,0.2102,42.0,82.0,no
COOBA,mesonbuild/meson,docker/compose,WP-large,0.2222222222222222,0.6410256410256411,0.8205128205128205,0.3504625656667418,0.408675071480369,,,False
COOBA,ipython/ipython,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.0652173913043478,0.020770807590527,0.0200319166342447,,,False
COOBA,scikit-learn/scikit-learn,docker/compose,WP-small,0.282051282051282,0.6752136752136753,0.7521367521367521,0.3828949503702968,0.4555723960071199,,,False
COOBA,scikit-learn/scikit-learn,docker/compose,WP-large,0.2478632478632478,0.7264957264957265,0.8547008547008547,0.388692567728236,0.4511833769279707,,,False
COOBA,scikit-learn/scikit-learn,docker/compose,CP-cold-start,0.0,0.0683760683760683,0.094017094017094,0.0418636240848857,0.0466105495485129,,,False
COOBA,numpy/numpy,prefecthq/prefect,CP-cold-start,0.0121951219512195,0.073170731707317,0.1097560975609756,0.0354,0.0446,42.0,82.0,no
COOBA,mesonbuild/meson,docker/compose,CP-cold-start,0.0,0.0341880341880341,0.0854700854700854,0.0514778607824248,0.0469859763336909,,,False
COOBA,scikit-learn/scikit-learn,docker/compose,CP-transfer,0.2393162393162393,0.7350427350427351,0.8290598290598291,0.3865090414013838,0.4456490424405404,,,False
COOBA,docker/compose,scikit-learn/scikit-learn,WP-small,0.0,0.0217391304347826,0.1304347826086956,0.02572391592048,0.0252211328917046,,,False
COOBA,docker/compose,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.0652173913043478,0.0226667306470952,0.0229624515254754,,,False
COOBA,docker/compose,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0015613679182445,0.0014199690691971,,,False
COOBA,mesonbuild/meson,docker/compose,CP-transfer,0.1538461538461538,0.7094017094017094,0.8376068376068376,0.3226663959904949,0.3775944615688206,,,False
COOBA,numpy/numpy,prefecthq/prefect,CP-transfer,0.0975609756097561,0.2926829268292683,0.3780487804878049,0.132,0.1853,42.0,82.0,no
COOBA,docker/compose,mesonbuild/meson,WP-small,0.037037037037037,0.164021164021164,0.1904761904761904,0.0904567062649859,0.0950869416228893,,,False
COOBA,prefecthq/prefect,mesonbuild/meson,WP-small,0.0634920634920634,0.1428571428571428,0.1851851851851851,0.0927,0.1017,47.0,189.0,no
COOBA,docker/compose,scikit-learn/scikit-learn,CP-transfer,0.0,0.0217391304347826,0.1521739130434782,0.0326449190579625,0.0319971368884412,,,False
COOBA,scikit-learn/scikit-learn,qiskit/qiskit,WP-small,0.0955882352941176,0.2095588235294117,0.2647058823529412,0.1197709673644791,0.1487883360718005,,,False
COOBA,docker/compose,mesonbuild/meson,WP-large,0.0,0.0423280423280423,0.1216931216931216,0.0288427482983503,0.0281408203776304,,,False
COOBA,prefecthq/prefect,mesonbuild/meson,WP-large,0.0529100529100529,0.1375661375661375,0.2063492063492063,0.0878,0.0956,47.0,189.0,no
COOBA,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.0,0.0,0.0317460317460317,0.014,0.0129,47.0,189.0,no
COOBA,docker/compose,mesonbuild/meson,CP-cold-start,0.0,0.0052910052910052,0.0158730158730158,0.0043584790391172,0.0055997972888384,,,False
COOBA,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.037037037037037,0.1269841269841269,0.1693121693121693,0.0727,0.0801,47.0,189.0,no
COOBA,mesonbuild/meson,prefecthq/prefect,WP-small,0.1219512195121951,0.2317073170731707,0.3048780487804878,0.131469762225558,0.1729978195759174,,,False
COOBA,docker/compose,mesonbuild/meson,CP-transfer,0.0423280423280423,0.1693121693121693,0.201058201058201,0.0918110430464688,0.0942366548321325,,,False
COOBA,mesonbuild/meson,prefecthq/prefect,WP-large,0.0,0.0853658536585365,0.1707317073170731,0.0628392601681634,0.0611009910687293,,,False
COOBA,mesonbuild/meson,qiskit/qiskit,WP-small,0.0477941176470588,0.1433823529411764,0.1985294117647058,0.0777417605147473,0.0960825458871815,,,False
COOBA,scikit-learn/scikit-learn,qiskit/qiskit,WP-large,0.0661764705882353,0.2242647058823529,0.2794117647058823,0.1058265518810802,0.1415674769876428,,,False
COOBA,scikit-learn/scikit-learn,qiskit/qiskit,CP-cold-start,0.0073529411764705,0.0147058823529411,0.0294117647058823,0.0133713079131093,0.0184882388927572,,,False
COOBA,mesonbuild/meson,prefecthq/prefect,CP-cold-start,0.0,0.0365853658536585,0.0609756097560975,0.0261983213031876,0.0274302973822529,,,False
COOBA,mesonbuild/meson,prefecthq/prefect,CP-transfer,0.073170731707317,0.1951219512195122,0.3048780487804878,0.1074195341533771,0.1426472050385296,,,False
COOBA,prefecthq/prefect,localstack/localstack,WP-small,0.0526315789473684,0.231578947368421,0.3263157894736842,0.111593984704978,0.1460445586978854,,,False
COOBA,scikit-learn/scikit-learn,qiskit/qiskit,CP-transfer,0.0441176470588235,0.1764705882352941,0.2389705882352941,0.0882390080259342,0.1048690151537462,,,False
COOBA,qiskit/qiskit,scikit-learn/scikit-learn,WP-small,0.0,0.0434782608695652,0.0652173913043478,0.0279390621605253,0.0277845438314545,,,False
COOBA,mesonbuild/meson,qiskit/qiskit,WP-large,0.0992647058823529,0.2058823529411764,0.2904411764705882,0.1238252185607744,0.1587353756917592,,,False
COOBA,qiskit/qiskit,scikit-learn/scikit-learn,WP-large,0.0,0.0434782608695652,0.0869565217391304,0.0304045470378422,0.0299602460214588,,,False
